title,label
'광선 전쟁 시대' 성큼…사상 최강 '레이저 대포' 등장,1
"'괴물미사일' 현무-5’, 3일 첫 시험발사",1
'국군의 날' 기념식에 '방산 전시회'는 뒷전으로,1
'국방 드론' 기술·기업 육성에 5년 간 490억원 투입,1
'국방개혁2.0' 3년간 73개부대 개편…'제2창군' 그간 어떻게 진행?,1
'국방로봇학회' 출범...초대회장에 KAIST 김인호 교수 선임,1
'국방사업관리사' 시험 16일부터 내달 14일 원서접수,1
'국산 명품'이라더니...끝내 퇴출당한 K-11 복합형 소총,1
"'국산헬기' 수리온, 국내 개최 세계산림총회 첫 선",1
'국산화 의욕 꺾는 국산화' 30mm 기관포 전쟁의 내막,1
'군 세탁기' 때문에 평가 미달·입찰 제한···法 “과도한 처분”,1
"'금녀의 벽' 軍 잠수함, 내년부터 여군 장교·부사관도 탑승한다",1
'기뢰 킬러' 무인 수상정·잠수정…세계 첫 전력화 시도,1
'기밀유출 의혹' 국방과학연구소...,1
"'나로호 악몽' 우주 접었던 대한항공, 8년만에 우주사업 나선다",1
"'노태우 유산' 불곰사업, K-방산 한 축 이뤘다…기술개발 토대",1
"'농가 띄엄띄엄' 우루과이, 농촌 의약품 운송에 드론 도입",1
'누리호' 내달 21일 발사...성공땐 세계 7대 우주강국 첫발,1
"'누리호' 성공했는데…항우연 초봉, '꼴지서 4번째'",1
'누리호' 우주행 준비 탄력…다음 달 '발사안전통제 현장훈련' 실시,1
'누리호의 빛과 그림자'…정부 '親기업' 행보에 외면받는 항우연,1
'뉴 스페이스' 성공의 조건,1
"'다 막겠다'는 北 무인기, 실제론 대책 없다?",1
"'달리는 박격포' 軍 신속개발사업 낙점…SNT, 수출길도 '청신호'",1
'대선 캠프' 군 출신 잇단 대사 진출…국방과학 수장도?,1
"'대전 국방산단' 탄력…기업 150곳 벌써 ""찜""",1
'대한민국 군수산업발전연합회' 발족…군수산업발전 컨퍼런스 및 전시회 병행 개최,1
'도심항공 모빌리티' 내세운 정부·현대차…벌써 돈 몰리는 곳,1
"'독보적 가스터빈 기술' 두산에너빌리티, 항공엔진 사업 도전장",1
'동네북' 신세 된 경항모… KF-21처럼 반전 가능할까,1
'동맹 70주년' 한미 화력격멸훈련… 오늘부터 5차례 실시,1
'동전과 총알의 왕국' 풍산그룹…계열사 수익 악화에 고심,1
"'드론작전사령부' 이르면 7월 창설…""촘촘한 방공망 기대""",1
"'라팔' 전투기 만드는 佛 방산업체 상속자, 헬기 사고로 사망",1
'마린온 무장형' 상륙공격헬기 국내 개발 본격화…이르면 내달 계약,1
"'마린온 상륙공격헬기'를 향한 비판, 과연 정당한가",1
'마스크 대란'에 軍장병 72명 생산업체 투입…차량 추가 지원,1
"'맞손' 창원시-방사청, '방산혁신클러스터' 본격 추진",1
'멈춰버린 여의도'…국회만 보는 수은·산은,1
"'무기 평가' 군장교, 전역 후 방산기업 취직…""공직자윤리법 사각지대""",1
'무기엔 무기로' 우크라vs러 공중전에 외제 미사일 올인,1
"'무인전' 좌우할 가상현실 시뮬레이터, 방산 선진국이 주목하는 이유",1
'무인화' 부추기는 노동계의 반복된 실수,1
'미·러 우주인' 탑승한 스페이스X 발사…5일 우주정거장 도착,1
"'미니 이지스' 울산급 배치-Ⅲ 호위함, 4월 중 진수…해외수출 가능성도",1
"'미니 이지스함' KDDX, 방산업계 단비 뿌리고 국감장 가나",1
'미니 이지스함' 수주전 앞두고…'한화-대우조선' 기업결합 주목된 까닭은,1
"'미사일 지침 종료, 양날의 칼'…안보전략硏 ""딜레마"" 우려",1
"'미운오리' 한화 美지사, 백조로 거듭날까…'54조원' 전투차량사업 관건",1
"'미확인 비행체' 소동‥""우주발사체 시험 성공""",1
"'바다 위 테슬라' 노린다…조선 빅3, 자율운항 기술개발 속도",1
'방산 FTA' 논의 시작…'K방산' 美 수출길 열리나,1
'방산 분야에 별도 계약체계 도입'… 정성호 '방위사업계약법' 발의,1
"'방산만 하는' LIG넥스원, 최대 실적 경신하나",1
"'방산비리' ADD 직원 줄징계…업계 1위 한화, 부정당업자 지정",1
'방위산업 발전 및 지원법' 국회 통과…시행령·시행규칙이 성패 좌우할 듯,1
'방위산업 요람' 창원서 열린 이순신 방위산업전 폐막,1
'방위산업 일자리 박람회' 20일 창원대 개최,1
'방위산업의 날' 제정된다…7월 8일로 정한 이유는?,1
'방위산업의날'제정에 대한 소회(所懷),1
"'벚꽃대제전' 진해군항제 개막…""벚꽃은 다음 주 절정""",1
"'벼랑 끝 기사회생' HD현대중공업, 페루 이어 사우디도 잡을까",1
'부정당제재 이력 감점제도' 이중처벌 논란… 개선 요구 빗발쳐,1
'부회장 승진' 오너 3세 정기선 HD현대 대표 앞에 놓인 과제,1
'북한 무인기 도발 대응능력 향상방안' 정책보고서 발간,1
'불량' 복합소총 양산업체에 1500억 내놓으라던 정부…2심도 패소,1
'비호-2' 차륜형 대공포 사우디 수출?...사우디 '현지생산' 관심 표명,1
"'사거리 1850km' 초장거리 대포, 현실 될까?",1
"'사타' 없이 11개 무기 예산 태웠다…""정권말 알박기""",1
'새 수장 맞이' 방위사업청과 국방과학연구소,1
'서울ADEX'에 F-22 랩터·무인기 그레이이글 등 美전력 참가,1
"'선박 엔진' 품고 시너지 낸다…김동관·정기선, '해양 강자' 리더십 맞대결",1
'세계 1위' 희소식도 잠시 …韓 조선 드릴십 악재에 적자 쇼크 ,1
"'손원일함'소음, 지멘스 부품 탓이지만… 항소심도 ""건조한 현대重 58억 배상책임"" ",1
'송골매'보다 똑똑한 정찰기 나오나… 軍 '무인기 자율항법' 기술 개발,1
'수조원 수주 쓸어담는다'..K-방산 대표 기업의 야심,1
"'수출 잭팟' 방산기업들 ""직원 뽑습니다…아주 많이요""",1
'수출입은행 자본금 확대' 국회 소위 통과…K방산 숨통,1
"'스텔스도 잡는다' 국과연, 양자레이더 핵심기술 개발",1
'아리랑6' 제어장치 국산화 성공....'위성기술 독립'에 한발 더,1
'아무도 몰랐다' GMLRS 도입 사업 발표에 방산업계 충격,1
'아이언 돔 능가' 차세대 방공시스템 LAMD 뜬다,1
"'아직 윈도7?'… 軍, 전장망 등 업그레이드 지연에 '보안 침해' 우려",1
'업계 숙원' 방위사업계약법 무산됐지만… 방위사업법 개정으로 대체 입법,1
"'역대 최단기간' KAI, FA-50GF 12대 폴란드 납품 완료",1
'용인시 병' 민주당 부승찬 당선...'육사'에 승리한 '공사',1
"'우리별 위성' 품은 한화, 저궤도 위성 전문기업으로 도약한다",1
'우주 쓰레기' 해결 위해 제주서 글로벌 전문가 머리 맞댄다,1
"'우주청 반대' 항우연에 보복감사 의혹…이종호 ""노조, 규정 위반 있는 듯""",1
"'우주청' 유치 실패 대전시, 尹 공약 ‘방사청 이전' 조기 실현에 총력",1
'우주항공청·차세대발사체 사업' 행정절차 속도,1
'원샷원킬' 천궁 포대 첫 공개…北순항미사일도 잡는다,1
"'유럽 전차 개발사업 제외' 폴란드, 현대로템에 러브콜",1
'윤리인권경영' 릴레이 기고,1
'윤석열 정부 국방분야 업무보고' 주요 내용,1
"'은둔의 풍산', 7년 만에 IR…배터리·드론에 3100억 투자",1
'의기투합' 이재용-정의선·'경쟁' 김동관-정기선…엇갈린 재계 3세들,1
'이번엔 암모니아'···한화그룹 핵심,1
"'이전說' 한화시스템 ""구미서 계속 사업하겠다"" ",1
'인민드론'에 털린지 두달여…K-방산 '안티드론' 베일 벗는다,1
'자랑스러운 방산인상' 수상자 선발…기술상 이성수 한화디펜스 대표·박창선 풍산 전무,1
"'자율주행 드론택시 뜬다'…항우연 ""2023년까지 기술 검증""",1
'자주국방 초석' 1세대 엔지니어들 한자리에,1
"'자폭 드론' 백령도 배치 추진… 軍, 북한 턱밑에서 김정은 노린다",1
'자폭드론' 40대 날린 러시아…사흘 연속 공습 감행,1
'잠수함 도면' 대만에 통째로 샜다,1
'장거리 공대지 개발' 기한 준수의 난제…그 후과는?,1
"'재계 절친 3세' 김동관-정기선, 군함 수주전에 얼굴 붉힌 사연",1
'적과의 동침'이 대세인 시대,1
"'적자늪' 현대로템 새 CEO, 구조조정 칼 뺀다...非수익부문 '권고사직'",1
'전 정부 인사 압박?' 임영일 국기연 소장 돌연 사의 표명,1
'전장서 부품 조달 가능해지나' 3D 프린팅 주목하는 방산업계,1
'전쟁 같은 수주전' 현대차 VS 한화 2라운드 격돌,1
'전쟁없는 한반도' 꿈꿨지만 한 발짝도 못 나간 9·19 군사합의 ,1
"'전투기 파일럿 출신' 항공 전문가… 강구영 KAI 사장, 뉴스페이스·UAM '탑건' 노린다",1
"'절치부심' 한국형 경항모, 뭐가 어떻게 달라졌나",1
'정의선 vs 김승연' 미래 항공 생태계 확장 '맞불',1
'제1회 밀톡 K-방산 미래포럼' 창원서 열려,1
'제우스의 방패' 해군 새 이지스함 울산서 태어난다,1
"'주관기관 조정' ADD 개혁, 정권 말 돌연 후퇴 시도…갑자기 왜",1
"'중·러 추격 급한데'…미, 극초음속 미사일 발사시험 실패",1
'지옥의 묵시록'에나 나올 헬기로 4년 더 훈련할 판,1
'지체상금 감면' 방위사업법 개정안 국방소위 통과,1
'차기 잠수함구조함' 강화도함 진수식 거행···2023년 인도,1
'차세대 발사체' 참여 기업 한화·KAI·대한항공 3파전,1
'참수리급' 대체 신형 고속정 4척 엔진 고장… 원인은?,1
"'창원형 대중소 상생마켓' 뜬다…창원시-방사청, 설명회 개최",1
'천궁 · 패트리엇' 발사 실패…한국형 3축 체계 괜찮나,1
"'천무 VS 포병레이더'... 軍, 아군 장비끼리 싸움 붙인 까닭은?",1
'최저가'가 최고?…조선업계 옥죄던 전투함 사업 제도 바뀐다,1
'추경 쌈짓돈' 전락한 국방비,1
'추락' KA-1은… 훈련기 KT-1 기반 전술통제기 겸 경공격기,1
'코로나 디펜스' 성공한 방산업계…2분기 전망은?,1
"'코로나 선제조치'…현대로템, 의왕연구소 사무직 1100명 대상 재택근무",1
'킬러 드론'과 '드론 킬러',1
"'킬러 로봇시대' 개막…軍 인공지능, 전쟁 촉발 우려",1
"'폴란드 방산 수출의 주역' 성일 장군, 국방전력자원관리실장 임용",1
'폴란드' 넘어 호주·동남아 뚫고…우주·로봇도 품었다,1
'플라잉카' 드림팀 꾸린 SKT…꿈의 이동수단 4년 뒤 현실로,1
"'하늘 나는 택시' UAM, 한·미 연구협력…항우연-NASA '동맹'",1
'하늘 날' 현대차 항공모빌리티 개발기지 미국으로 간다,1
'하늘을 나는 차' 상용화위해 기업들 뭉친다…선택과 집중 전략,1
"'하늘의 지휘소' 조기경보기, 'K-방산' 독자 개발 추진한다",1
'하늘의 지휘소' 항공통제기 4대 더 산다…보잉-사브 '3조 혈투',1
'한국 vs 일본' 공중전 불붙었다…일단 치고나간 건 일본,1
"'한국의 툴루즈' 경남, K우주항공 전성시대 이끈다",1
'한국판 강철비' 천무가 해상 사격을 고집하는 이유,1
'한국판 록히드 마틴'… 장밋빛 꿈일까?,1
'한국판 록히드마틴'의 꿈…꽉 막힌 규제 완화가 시작이다,1
'한국형 NASA' 설치 연내 이뤄질까..국회 통과가 관건,1
'한국형 독침무기'…공대함 초음속 순항미사일 첫 시험,1
'한국형 무인기' 개발 끝나고도 창고 신세인 사정,1
'한국형 사드' 시험발사한 軍… SLBM과 달리 '로키 행보' 이유는?,1
'한국형 아이언돔' 장사정포 요격체계 개발 박차,1
'한국형 자주도하장비' 시험 순조… 내년 중순부터 전력화 전망,1
'한국형 패트리어트' 천궁Ⅱ 사격시험 성공,1
'한화 참여' 호주 장갑차사업 수주전 코로나 뚫고 순항,1
'한화 후계자' 김동관의 '빅 픽처'…한화오션이 핵심 퍼즐인 이유,1
'한화·LIG 유력' 인도 3조원 무기사업…러시아 막판뒤집기 시도,1
'한화디펜스 참여' 호주 장갑차 수주전…'드론' 변수 부상,1
'한화에어로 대 KAI'… 누리호 기술이전기업 이번주 결정,1
'함정건조+전자장비' 시너지로 '한국형 록히드마틴' 도약,1
"'함정설계~유지보수'…조선업계, 안정적 수익 방산시장 공략 '속도'",1
'해병대 상륙작전 투입' 소형 전술차량 탑재형 120㎜박격포 본격 개발,1
"'해전 시대' 연 우크라이나… 해상 드론, 전쟁 판도 바꿀까",1
'핵잠수함' 호주는 되는데 한국은 안되는 이유,1
"'허위자료로 폐기물처리기 영업'…공정위, 상장사 이엠코리아 조사",1
'현대로템 눈독' 노르웨이 전차사업 윤곽…내년 의회서 '1.5조' 조달 승인,1
"'형제국' UAE에 물먹었나? T-50, 중국산 L-15에 밀려 ",1
"'확전 아닌 봉합' 택한 트럼프…""무력사용 대신 경제재재""",1
"'흔들흔들' 두산…고용 불안 노동자들 ""일방적 매각 반대""",1
'中로켓 잔해' 주말 어디로 떨어지나…추락지점 두고 미중 갈등,1
"'北 24시간 감시'… 軍, 초소형 군집위성 임차 방안 검토",1
'北 도발 원점 초토화'…첫 함대지탄도유도탄 개발 사업 개시,1
'北 드론 공격 EMP로 막는다'…軍 대공무기 도입 추진,1
'北핵·미사일 대응 연구' 국방과학硏 내년 증원 무산될듯,1
'民軍 기술협력' 공동 세미나 개최...'4차산업혁명 국방과학기술 발전' 규제 개선 필요,1
"'軍 마지막 금단 영역' 합참, 청사 내 휴대전화 사용 허용",1
"'軍 통신 강자' 휴니드, 민항기 시장 도전장",1
‘100조 수주’ K방산… 이번엔 전차엔진이다,1
‘2019 잠수함 과학기술 발전 세미나’ 개최,1
‘2020 대한민국 방위산업전’ 홍보대사로 최기일 상지대 교수 위촉,1
‘2021 첨단국방산업전’ 대전서 개막…18일까지 진행,1
‘2022년 자랑스러운 기품원인’에 김형근 책임연구원 선정,1
"‘2030년 국방우주강국, 대한민국’ 만든다",1
"‘2월 16일 침공설’에…러시아 “거짓 정보, 미국의 히스테리”",1
‘2주만에 위성 쏘아올리기’… 실패해도 도전은 계속된다,1
‘4조 8천억 차기구축함’ 어디로? 조선업계 촉각,1
‘60만 대군’ 깨진지 4년 만에…軍 병력 ‘50만’도 무너져,1
‘7대 우주 강국’ 한걸음 더 가까이,1
"‘8조’ 차기 구축함 사업 가처분 기각…지역 대결로 번진 갈등, 마무리될까",1
‘AI 장착’ 무인전투기 떴다,1
"‘AI 전쟁’ 시대… 美, 구글·MS에 방산 맡긴다",1
‘AI 파일럿’ ADD 2023년까지 개발…中日도 AI 탑재 무인기 개발중,1
‘GPS 화물낙하산’ 17년 만에 내년 전력화,1
‘HD현대 vs 한화오션’ 법정다툼으로 옮아간 군함 건조 사업…입찰 탈락한 HD현대重 방사청 대상 가처분 신청,1
‘HD현대 부회장’ 정기선… 7.8조 차세대 구축함 사업 키 잡는다,1
‘K-방산 결정체’ 훈련기에서 전투기까지,1
‘K-방산’ 도약 위해 ‘도전적 국방 R&D 환경’ 조성,1
‘K-방산’ 이번엔 장공지 개발 도전장,1
‘K-방산’을 지켜라…국정원 주도 ‘방산침해 대응협의회’ 개최,1
‘K2전차의 심장’ 순수 국산화 되나,1
‘K9 자주포 엔진 국산화’ STX엔진 VS두산인프라코어,1
‘K9 자주포’ 타격 능력 향상…4년간 2조3600억 원 투입,1
‘KDDX’ 수주전 본격화… 달아오르는 방산·조선업계,1
"‘KF-21 동업자’ 인도네시아, “라팔 전투기 36대 계약” 현지 보도",1
‘KF-21 보라매’에 ‘스텔스 페인트’ 입힌다,1
‘K방산 큰 손’ UAE 대통령 방한 무산,1
"‘K방산 큰손’ 폴란드, 대통령-총리 ‘예산’ 충돌… 수출계약 불똥 촉각",1
‘K방산 혁신 선도’ 중소기업 한자리,1
‘K방산’ 뜬다고 이럴 것까지야,1
‘K방산’ 희소식…폴란드 이어 루마니아도 ‘한국무기 쇼핑’ 가시권,1
‘K방산교육의 저력’ 세계에 알렸다,1
‘LIG넥스원 VS 한화시스템’ 이번엔 수상전,1
‘MH-60R 시호크’ 해군 차기 해상작전헬기 선정,1
"‘SLBM 발사관 10개’ 北잠수함, 동북아 안보지형에 나비효과?",1
‘SLBM 잠수함 발사’ 세계 7번째로 성공,1
‘UAE에 천궁Ⅱ 5조’ 이어 사우디에 방산 수출 임박 … “규모 상당히 커”,1
‘가치축적 제도’로 1억 달러 규모 첫 방산수출계약,1
‘간판’ 바꾼 방첩사령부 2주 만에 또 ‘부대령’ 개정 추진,1
‘과학이 바꾼 전쟁의 역사’,1
‘국가(첨단)전략기술’에 방산전략기술 신규지정 추진을 위한 범정부 차원의 관심과 지원 필요,1
‘국방 R&D 지원’ 국방과학기술혁신 촉진법 국회 통과,1
‘국방 메타버스’ 전력화되면 어떤 모습일까?,1
‘국방 연구개발’ 3개 정부기관 힘 모은다,1
‘국방 우주 안보 포럼’ 제1회 세미나 개최…박인호 전 공군참모총장 공동회장 맡아,1
‘국방개혁 2.0’ 목표 대비 87% 달성…대다수 개혁과제 현 정부 임기 내 완료,1
‘국방과학기술혁신 촉진법’ 제정의 의미,1
"‘국방부 코로나19 백신 긴급수송 사례’, 적극행정 골든볼 수상",1
‘국방수도’ 계룡대서 정예국군 위용 과시,1
‘국방위 피해라’ 눈치작전 치열…“지역구 도움 안되고 후원금도 적어”,1
‘국방위원 거액 후원’ 논란 이영애 측 “방산업체 경영과 무관”,1
‘국방혁신 4.0’ 추진 AI 과학기술 강군 육성,1
‘국산’ 초음속미사일 FA-50에 장착한다…K-방산에 ‘박차’,1
‘국산부품 등록제도’ 시행 실태 면밀 점검하고 보완 대책 시급히 강구해야,1
‘군 부실 급식 사태’ 범정부 TF서 해결한다,1
"‘그 포탄’ 썼더니…연평도 해병대, 북한군 정확히 때렸다",1
‘그룹 시너지’에 난처한 한화시스템… HD현대도 고객사인데,1
‘극한의 머신’ KFX…22만개 부품 ‘눈 달린듯’ 한치의 오차도 없다,1
‘기막힌‘ 미사일,1
‘누리호 기술유출’ 혐의 받던 항우연 연구자 억울함 풀었다…검찰 무혐의 결론,1
‘누리호’ 위성 8기 싣고… 새달 24일 3차 발사,1
‘누리호’ 직립...발사 하루 전 준비작업 종료,1
‘달의 문’ 금요일 두드린다,1
‘대형수송기 2차 사업’ 국내 업체 참여 의무화,1
‘도로 기무사’ 본색 드러내는 군사안보지원사령부,1
"‘돈되는 우주’로, 민간 경쟁력 키워야",1
‘두 남자’ 노골적 밀착에 전세계 요동…韓日과 군사협력 검토 나선 유럽연합,1
‘드론’ 활약으로 전장 풍경이 바뀌고 있다,1
‘드론쇼 코리아’ 부산서 개막… 산업별 특화 모빌리티 총집결,1
‘드론으로 병력 투입’ 출퇴근에도 이용 가능해,1
‘드론작전사령부’ 창설 두고 갈라진 포천 민심,1
"‘레드백’, 호주 차세대 장갑차 사업서 獨 ‘링스 KF41’과 경합",1
"‘로켓의 꿈’ 시작된 인천서… 항공우주산업, 날개 활짝 편다",1
‘마침내 우리 손으로’ 국내 첫 3000톤급 잠수함 취역,1
"‘만리경’ 이름 붙인 北정찰위성, 뜯어보니 망원경 수준",1
"‘만신창이’ 한국군… 대통령과 수뇌부, 위기의식부터 가져야",1
‘목록화’ 업무 현장 맞춤형 교육,1
‘무기체계 CBM+ 특화연구센터’ 군수혁신 업무 본격 돌입,1
‘무기체계 획득 Fast-Track’이 기존의 신속시범획득사업 쟁점 딛고 자리 잡으려면 해결돼야 할 과제,1
‘무인 자율’ 핵심기술 확보 위해 산·학·연 한자리에,1
‘무인기 조종사’ 국방분야 국가자격 받는다,1
"‘무인기의 천적’ 레이저 무기, 작게 더 작게",1
‘문 대통령의 첨단국방기술’엔 방산기업은 없었다,1
‘발등의 불’로 닥친 北의 핵 전자기파 위협,1
‘방산 전문인력 수급 진단 및 대안 모색’ 주제로 ‘K-방산혁신포럼’ 개최,1
‘방산업종 하도급계약서’ 생긴다,1
‘방위사업청 지방 이전’ 대선 공약에 지자체별 신경전 과열 양상,1
‘방위산업기술진흥연구소’ 출범…민간기술 융합 기획 및 중소·벤처기업 지원 주력,1
‘방위산업발전법’ 오늘부터 시행,1
‘별’ 떨어지는 軍,1
‘보안상 재택근무 불가’…방산업체 대책은?,1
‘북 잠수함 킬러’ 해상작전헬기 추가 기종은,1
‘북한 정찰위성 추적’ 우주물체 레이저 관측지원시설 개소,1
‘북핵·미사일 대응’ 197개 방위력 개선 사업 추진,1
‘불량 글로벌호크’ 보상 받는다… 미국 FMS 첫 사례,1
‘비궁’ 세계 방산시장 수출 가능성 확인,1
"‘비닉 사업’으로 개발해온 국산 미사일, 방산수출 통한 미사일 전력 강화와 수출품목 다변화 추진 필요",1
‘비리’ 프레임에 갇힌 방산업계… 한국산 전투기 접어야할 판,1
‘사이버전자전용 우주위성재머체계’ 최우수상,1
‘생산 국산화’서 ‘기술 국산화’로 한 단계 앞서가야,1
‘선물’ 뭘지… 김정은만 바라본 크리스마스,1
‘성능 미달 군 방탄복’ 알고도 승인… 4만9000벌 보급됐다,1
‘세계 최강’ 미군은 왜 ‘갤럭시 S9’을 사용할까 ,1
‘소형 곤충형 정찰 로봇’ 개발 산학연 역량 모은다,1
"‘수상함 명가’ 2라운드…HD현중, 차기 호위함 ‘디브리핑’ 신청",1
"‘수송기 추락’ 진실공방… 우크라 격추냐, 러시아 자작극이냐",1
‘수출 잭팟’ K-방산 인기 업고 국방원가관리사 자격시험에 293명 몰려,1
‘스마트 공군’ 인공지능 아이디어 공모,1
‘스페이스X’의 꿈…국내 기술로 만든 한국형 발사체 산실,1
‘신속연구개발’ 및 ‘현존전력 성능 극대화’ 사업 성공하려면 업계 의견 지속 수렴해 발전시켜야,1
‘신형 방독면’ 독점하려다 입찰제한된 방위산업체···법원 “제재 적법” ,1
‘아리랑위성 운영’ 국가위성운영센터 해킹 공격 받았다,1
‘안테나 1개로 무기체계 4개 연결’ 국내 첫 기술 개발,1
‘양날의 칼’ 韓美 RDP...체질개선 기회가 온다,1
‘어부가 준 선물’에 유도탄 천궁은 개발됐다,1
"‘에어쇼도 사이버 개최’ 코로나 시대 앞서가는 선진국, 한국은?",1
"‘에어택시’ 개발하는 KAI, 2년 내 실증용 축소기 띄운다",1
‘연합훈련 연기론’에도 이달 중순 실시 기정사실로 굳어져,1
"‘열흘 간 4차례 순항미사일’ 북한, 미사일 다종화 과시",1
‘옛날엔 안 팔린’ 라팔의 역주행… KF-21 시장 위협하나,1
‘올해의 ADD인 상’ 노진입 수석연구원 선정,1
‘올해의 ADD인 상’에 서희선 수석연구원,1
‘올해의 자랑스러운 방산인상’에 이성수<한화디펜스> 대표·박창선<풍산> 소장,1
"‘완성되지 않은 법’ 대하는 기업의 자세… 공사중단, 조직개편, 무인화",1
‘우주 방위사업 전담팀’ 본격 가동,1
‘우주산업 소·부·장’ 民·軍 기술협력 강화,1
‘우크라 특수’에 몰래 웃는 美방산업체…수출 금액이 무려,1
‘위기를 기회로’… 국방 디지털 대전환 위해 머리 맞대,1
‘위성통신·우주환경시험 연구자’...‘천리안2B호’ 숨은 주역들,1
‘유령 조직’으로 소통하는 국회와 군,1
‘육군 조직문화 혁신’ 청사진 제시,1
‘음속 5배’ 더 빨라진 북한 미사일…한국 방어망은 못 막는다,1
‘음원 활용 AI·레일 로봇’ 군 경계시스템 도입한다,1
"‘이상한’ 국방부, 업체 선호도 높은 DX KOREA 후원 거부…방산업체에 전시회 선택권 돌려줘야",1
‘인건비 표준화’ 방산표준원가제 시행 두고 방산업계 우려 확산,1
‘자랑스러운 기품원人’에 이창우 책임연구원,1
‘자랑스러운 방산인상’에 故 오원철 청와대 경제수석,1
"‘장밋빛’이라는 UAM, ‘레드오션’ 주의보",1
‘장사정포 킬러’ 전술지대지유도무기 품질시험 성공,1
‘저궤도 위성통신’ 예타 3번째 도전…수요처 발굴 고심,1
‘전기선박 육상시험소’ 대한민국 해양산업 이끌 새 교두보,1
‘지능형 3축 체계’로 북 위협 대응력 강화,1
"‘진격의 K-방산’… 사막형 K2, 중동 수출로 선봉장 되나",1
‘차세대 게임체인저’ 발전 방향·변혁 로드맵 제시,1
‘차세대 구축함 선정’ 특혜 의혹… 방사청 압수수색,1
‘차세대 보병전투장갑차의 미래’ 레드백 시연,1
‘천궁-Ⅱ’ 미사일 4조2500억 규모 사우디에 수출,1
